Country,Region,Type (Oil/Gas),Production Source,Segment (Up/Down),Abatement Technology,Abatement Potential,Abatement Cost
Colombia,Central and South America,Oil,Onshore conventional oil,Upstream,Replace with electric motor,122.52,4.38
Bangladesh,Asia Pacific,Oil,Onshore conventional oil,Upstream,Replace with electric motor,1.3900000000000000,4.4
Argentina,Central and South America,Oil,Onshore conventional oil,Upstream,Replace with electric motor,126.05,4.45
Argentina,Central and South America,Oil,Unconventional oil,Upstream,Replace with electric motor,135.87,4.45
Iraq,Middle East,Oil,Onshore conventional oil,Upstream,Other,12.18,4.49
Kuwait,Middle East,Oil,Downstream oil,Downstream,Vapour recovery units,0.05,4.51
Kuwait,Middle East,Oil,Onshore conventional oil,Upstream,Vapour recovery units,23.57,4.51
Canada,North America,Gas,Offshore gas,Upstream,Upstream LDAR,0.02,4.51
Italy,Europe,Oil,Onshore conventional oil,Upstream,Replace with electric motor,8.87,4.54
United Kingdom,Europe,Oil,Onshore conventional oil,Upstream,Replace with electric motor,3.85,4.54
Romania,Europe,Oil,Onshore conventional oil,Upstream,Replace with electric motor,25.77,4.55
Other EU17 countries,Europe,Oil,Onshore conventional oil,Upstream,Replace with electric motor,7.22,4.55
Other EU7 countries,Europe,Oil,Onshore conventional oil,Upstream,Replace with electric motor,1.8200000000000000,4.55
Senegal,Africa,Gas,Offshore gas,Upstream,Early replacement of devices,0,4.57
Senegal,Africa,Gas,Unconventional gas,Upstream,Early replacement of devices,0,4.57
Senegal,Africa,Gas,Onshore conventional gas,Upstream,Early replacement of devices,0,4.57
Bolivia,Central and South America,Oil,Onshore conventional oil,Upstream,Replace with electric motor,10.6,4.64
Canada,North America,Gas,Unconventional gas,Upstream,Vapour recovery units,6.14,4.65
Canada,North America,Gas,Onshore conventional gas,Upstream,Vapour recovery units,1.38,4.65
Mexico,North America,Oil,Onshore conventional oil,Upstream,Replace with electric motor,112.66,4.6900000000000000
Nigeria,Africa,Oil,Onshore conventional oil,Upstream,Replace with electric motor,308.52,4.72
Nigeria,Africa,Gas,Downstream gas,Downstream,Vapour recovery units,0.4,4.76
Norway,Europe,Gas,Onshore conventional gas,Upstream,Upstream LDAR,0.05,4.79
Norway,Europe,Oil,Onshore conventional oil,Upstream,Upstream LDAR,0.01,4.79
Netherlands,Europe,Oil,Onshore conventional oil,Upstream,Replace with electric motor,0.03,4.82
Togo,Africa,Gas,Offshore gas,Upstream,Install flares,0.01,4.88
France,Europe,Oil,Onshore conventional oil,Upstream,Replace with electric motor,1.65,4.88
Canada,North America,Gas,Unconventional gas,Upstream,Upstream LDAR,26.49,4.88
Canada,North America,Oil,Onshore conventional oil,Upstream,Upstream LDAR,6.66,4.88
Canada,North America,Gas,Onshore conventional gas,Upstream,Upstream LDAR,5.83,4.88
Canada,North America,Oil,Unconventional oil,Upstream,Upstream LDAR,0.85,4.88
Pakistan,Asia Pacific,Oil,Onshore conventional oil,Upstream,Replace with electric motor,39.26,4.89
United States,North America,Gas,Onshore conventional gas,Upstream,Vapour recovery units,2.26,4.9
United States,North America,Gas,Unconventional gas,Upstream,Vapour recovery units,37.69,4.9
Sweden,Europe,Gas,Offshore gas,Upstream,Install flares,0.05,4.92
Canada,North America,Oil,Onshore conventional oil,Upstream,Replace with electric motor,493.74,4.99
Canada,North America,Oil,Unconventional oil,Upstream,Replace with electric motor,62.72,4.99
Estonia,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,0.05,5.01
Estonia,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.01
Trinidad and Tobago,Central and South America,Oil,Onshore conventional oil,Upstream,Replace with electric motor,6.84,5.04
Morocco,North Africa,Gas,Offshore gas,Upstream,Early replacement of devices,0.01,5.09
Morocco,North Africa,Gas,Unconventional gas,Upstream,Early replacement of devices,0.01,5.09
Morocco,North Africa,Gas,Onshore conventional gas,Upstream,Early replacement of devices,0.01,5.09
Morocco,North Africa,Oil,Offshore oil,Upstream,Early replacement of devices,0,5.09
Germany,Europe,Oil,Onshore conventional oil,Upstream,Replace with electric motor,1.87,5.14
United States,North America,Oil,Unconventional oil,Upstream,Replace with electric motor,1535.17,5.23
United States,North America,Oil,Onshore conventional oil,Upstream,Replace with electric motor,754.56,5.23
United Kingdom,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,5.25
United Kingdom,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,7.71,5.25
Italy,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.05,5.26
Italy,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,18.42,5.26
Syria,Middle East,Oil,Satellite - downstream,Downstream,Downstream LDAR,0.24,5.31
Romania,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.03,5.32
Romania,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,9.37,5.32
Slovenia,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.32
Slovenia,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,0.19,5.32
Other EU7 countries,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,5.32
Other EU7 countries,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,1.6100000000000000,5.32
Other EU17 countries,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.17,5.32
Other EU17 countries,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,30.99,5.32
Angola,Africa,Oil,Onshore conventional oil,Upstream,Replace with electric motor,8.39,5.33
Ghana,Africa,Oil,Offshore oil,Upstream,Replace with electric motor,0.1,5.36
Netherlands,Europe,Gas,Offshore gas,Upstream,Upstream LDAR,0.03,5.41
Netherlands,Europe,Oil,Offshore oil,Upstream,Upstream LDAR,0,5.41
Kazakhstan,Russia & Caspian,Gas,Downstream gas,Downstream,Downstream LDAR,6.26,5.47
Kazakhstan,Russia & Caspian,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,5.47
Azerbaijan,Russia & Caspian,Gas,Downstream gas,Downstream,Downstream LDAR,2.13,5.47
Azerbaijan,Russia & Caspian,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.47
Turkmenistan,Russia & Caspian,Gas,Downstream gas,Downstream,Downstream LDAR,31.24,5.47
Turkmenistan,Russia & Caspian,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,5.47
Uzbekistan,Russia & Caspian,Gas,Downstream gas,Downstream,Downstream LDAR,15.12,5.47
Uzbekistan,Russia & Caspian,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.47
Australia,Asia Pacific,Oil,Offshore oil,Upstream,Upstream LDAR,0.12,5.58
Australia,Asia Pacific,Gas,Offshore gas,Upstream,Upstream LDAR,7.01,5.58
Democratic Republic of Congo,Africa,Gas,Offshore gas,Upstream,Vapour recovery units,0.22,5.58
New Zealand,Asia Pacific,Gas,Downstream gas,Downstream,Downstream LDAR,0.79,5.58
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.58
Mexico,North America,Gas,Downstream gas,Downstream,Vapour recovery units,0.73,5.59
Israel,Europe,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,5.61
Israel,Europe,Gas,Downstream gas,Downstream,Downstream LDAR,1.37,5.61
Cuba,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,5.62
Cuba,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,0.32,5.62
Ecuador,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,0.19,5.62
Ecuador,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,5.62
Colombia,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,3.09,5.62
Colombia,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,5.62
Argentina,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0.04,5.62
Argentina,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,17.46,5.62
Bolivia,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.62
Bolivia,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,1.65,5.62
Paraguay,Latin America,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.62
Peru,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,1.71,5.62
Peru,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,5.62
Trinidad and Tobago,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,3.87,5.62
Trinidad and Tobago,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.62
Uruguay,Latin America,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.62
Uruguay,Latin America,Gas,Downstream gas,Downstream,Downstream LDAR,0.01,5.62
Venezuela,Central and South America,Gas,Downstream gas,Downstream,Downstream LDAR,13.82,5.62
Venezuela,Central and South America,Oil,Downstream oil,Downstream,Downstream LDAR,0.05,5.62
Poland,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.02,5.65
Ukraine,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.03,5.65
Romania,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.32,5.66
Netherlands,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0,5.66
Other EU17 countries,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.09,5.66
Other EU7 countries,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.02,5.66
Canada,North America,Oil,Onshore conventional oil,Upstream,Install flares,6.07,5.66
Italy,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.11,5.66
Germany,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.02,5.66
France,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.02,5.66
United States,North America,Oil,Onshore conventional oil,Upstream,Install flares,9.28,5.66
United Kingdom,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.05,5.66
South Africa,Africa,Oil,Onshore conventional oil,Upstream,Install flares,0.25,5.68
South Africa,Africa,Oil,Unconventional oil,Upstream,Install flares,0.25,5.68
Tanzania,Africa,Oil,Downstream oil,Downstream,Vapour recovery units,0.01,5.74
Russia,Russia & Caspian,Gas,Offshore gas,Upstream,Upstream LDAR,3.34,5.76
Russia,Russia & Caspian,Oil,Offshore oil,Upstream,Upstream LDAR,0.88,5.76
Angola,Africa,Gas,Downstream gas,Downstream,Vapour recovery units,0.01,5.77
Bahrain,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.8
Bahrain,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,2.18,5.8
Iraq,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,5.8
Iraq,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,1.48,5.8
Iran,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,45.65,5.8
Iran,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0.06,5.8
Jordan,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,2.54,5.8
Jordan,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,5.8
Kuwait,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,5.8
Lebanon,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,5.8
Kuwait,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,4,5.8
Saudi Arabia,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,12.27,5.8
Saudi Arabia,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0.06,5.8
Qatar,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,5.79,5.8
Qatar,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.8
Oman,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,4.59,5.8
Oman,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.8
Syria,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,5.8
Syria,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,1.41,5.8
United States,North America,Gas,Offshore gas,Upstream,Upstream LDAR,2.94,5.8
United States,North America,Oil,Offshore oil,Upstream,Upstream LDAR,2.75,5.8
Yemen,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0,5.8
Yemen,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,0.12,5.8
United Arab Emirates,Middle East,Gas,Downstream gas,Downstream,Downstream LDAR,8.72,5.8
United Arab Emirates,Middle East,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,5.8
Mexico,North America,Gas,Downstream gas,Downstream,Downstream LDAR,17.19,5.83
Mexico,North America,Oil,Downstream oil,Downstream,Downstream LDAR,0.05,5.83
Canada,North America,Oil,Unconventional oil,Upstream,Install flares,0.74,5.86
United States,North America,Oil,Unconventional oil,Upstream,Install flares,18.2,5.86
Canada,North America,Gas,Downstream gas,Downstream,Vapour recovery units,0.63,5.91
Estonia,Europe,Oil,Offshore oil,Upstream,Replace with electric motor,0,5.95
Democratic Republic of Congo,Africa,Oil,Offshore oil,Upstream,Other,0.74,5.98
Kuwait,Middle East,Gas,Onshore conventional gas,Upstream,Vapour recovery units,0.57,6.03
United States,North America,Gas,Downstream gas,Downstream,Vapour recovery units,7.55,6.18
United States,North America,Gas,Onshore conventional gas,Upstream,Upstream LDAR,9.56,6.2
United States,North America,Oil,Onshore conventional oil,Upstream,Upstream LDAR,10.18,6.2
United States,North America,Gas,Unconventional gas,Upstream,Upstream LDAR,166.13,6.2
United States,North America,Oil,Unconventional oil,Upstream,Upstream LDAR,20.74,6.2
Kuwait,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,5.01,6.22
Kazakhstan,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Install flares,27.11,6.22
Japan,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,0.01,6.22
Mexico,North America,Oil,Onshore conventional oil,Upstream,Install flares,1.3900000000000000,6.22
Malaysia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,0.23,6.22
India,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,1.31,6.22
Iran,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,45.05,6.22
Iraq,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,34.85,6.22
China,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,5.91,6.22
Azerbaijan,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Install flares,0.86,6.22
Bahrain,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,0.42,6.22
Brazil,Central and South America,Oil,Onshore conventional oil,Upstream,Install flares,0.63,6.22
Brunei,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,0.02,6.22
Australia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,0.28,6.22
Syria,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,0.67,6.22
Thailand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,0.79,6.22
Oman,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,2.5300000000000000,6.22
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,0.02,6.22
Other countries in Southeast Asia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,0.03,6.22
Other countries in Europe,Europe,Oil,Onshore conventional oil,Upstream,Install flares,0.15,6.22
Qatar,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,1.6400000000000000,6.22
Philippines,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,0.04,6.22
Saudi Arabia,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,9.65,6.22
Russia,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Install flares,30.72,6.22
Uzbekistan,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Install flares,0.43,6.22
Vietnam,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,0.02,6.22
Yemen,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,0.61,6.22
United Arab Emirates,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,3.36,6.22
Turkmenistan,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Install flares,2.31,6.22
Jordan,Middle East,Oil,Unconventional oil,Upstream,Install flares,0.01,6.24
Jordan,Middle East,Oil,Onshore conventional oil,Upstream,Install flares,0.01,6.24
Libya,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,2.79,6.33
Libya,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,6.33
Morocco,North Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.23,6.33
Morocco,North Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,6.33
Algeria,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0.02,6.33
Algeria,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,13.08,6.33
Egypt,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,12.75,6.33
Egypt,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0.03,6.33
Tunisia,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.33
Tunisia,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,1.2,6.33
Uruguay,Latin America,Gas,Offshore gas,Upstream,Install flares,0.01,6.33
Russia,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Other,32.75,6.42
Indonesia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Install flares,1.83,6.5
South Africa,Africa,Oil,Downstream oil,Downstream,Install flares,0.09,6.52
Poland,Europe,Oil,Downstream oil,Downstream,Install flares,0.08,6.52
Ukraine,Europe,Oil,Downstream oil,Downstream,Install flares,0.06,6.52
South Sudan,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Senegal,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Senegal,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.01,6.6
Nigeria,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0.03,6.6
Nigeria,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,9.48,6.6
Niger,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Togo,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.01,6.6
Togo,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Tanzania,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.21,6.6
Tanzania,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Sudan,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0.01,6.6
Eritrea,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Ethiopia,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Gabon,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.14,6.6
Gabon,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Ghana,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.27,6.6
Ghana,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Mozambique,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.24,6.6
Namibia,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Mozambique,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Kenya,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Equatorial Guinea,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.78,6.6
Cote d'Ivoire,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Democratic Republic of Congo,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Congo,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.2,6.6
Cote d'Ivoire,Africa,Gas,Downstream gas,Downstream,Downstream LDAR,0.57,6.6
Congo,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
Cameroon,Africa,Oil,Downstream oil,Downstream,Downstream LDAR,0,6.6
